mb_code16,ptal
10059580000,3 - Medium
10060172000,6 - Very High
10059590000,1 - Low
10059600000,1 - Low
10059611000,2 - Low-Medium
10059612000,2 - Low-Medium
10059620000,2 - Low-Medium
10059630000,2 - Low-Medium
10059640000,2 - Low-Medium
10059650000,2 - Low-Medium
10059660000,2 - Low-Medium
10059670000,2 - Low-Medium
10059691000,5 - High
10059780000,4 - Medium-High
10061931000,6 - Very High
10059692000,4 - Medium-High
10059711000,1 - Low
10059712000,1 - Low
10059713000,1 - Low
10059720000,3 - Medium
10059731000,4 - Medium-High
10059732000,4 - Medium-High
10059740000,5 - High
10059750000,5 - High
10059760000,5 - High
10059771000,4 - Medium-High
10061900000,6 - Very High
10059790000,2 - Low-Medium
10059800000,4 - Medium-High
10059820000,3 - Medium
10059830000,2 - Low-Medium
10059840000,3 - Medium
10059850000,3 - Medium
10059860000,3 - Medium
10059870000,4 - Medium-High
10059880000,3 - Medium
10059890000,2 - Low-Medium
10059900000,2 - Low-Medium
10059910000,2 - Low-Medium
10067081000,3 - Medium
10059920000,1 - Low
10059950000,6 - Very High
10059960000,6 - Very High
10059990000,3 - Medium
10060000000,3 - Medium
10060020000,5 - High
10060030000,5 - High
10060041000,6 - Very High
10060042000,5 - High
10060050000,5 - High
10060060000,4 - Medium-High
10060090000,2 - Low-Medium
10060100000,2 - Low-Medium
10060110000,3 - Medium
10060120000,4 - Medium-High
10060130000,5 - High
10067082000,3 - Medium
10060180000,6 - Very High
10060190000,6 - Very High
10060200000,5 - High
10060210000,6 - Very High
10060270000,2 - Low-Medium
10060280000,4 - Medium-High
10060290000,6 - Very High
10060300000,4 - Medium-High
10060310000,4 - Medium-High
10060320000,2 - Low-Medium
10060350000,5 - High
10060360000,2 - Low-Medium
10060370000,6 - Very High
10060381000,6 - Very High
10060382000,5 - High
10060390000,4 - Medium-High
10060420000,5 - High
10060430000,6 - Very High
10116900000,2 - Low-Medium
10060451000,4 - Medium-High
10060453000,2 - Low-Medium
10060500000,2 - Low-Medium
10060510000,3 - Medium
10060522000,3 - Medium
10060550000,2 - Low-Medium
10060561000,4 - Medium-High
10060562000,4 - Medium-High
10060563000,3 - Medium
10060570000,2 - Low-Medium
10060580000,4 - Medium-High
10060600000,6 - Very High
10060610000,6 - Very High
10060622000,6 - Very High
10075900000,1 - Low
10060640000,5 - High
10060650000,3 - Medium
10060660000,2 - Low-Medium
10060670000,6 - Very High
10060680000,6 - Very High
10060691000,4 - Medium-High
10060692000,4 - Medium-High
10060700000,6 - Very High
10060710000,6 - Very High
10060721000,6 - Very High
10060722000,6 - Very High
10060730000,6 - Very High
10060741000,6 - Very High
10060742000,4 - Medium-High
10060750000,5 - High
10060760000,6 - Very High
10060770000,6 - Very High
10060780000,6 - Very High
10060790000,5 - High
10060800000,6 - Very High
10060810000,6 - Very High
10060820000,6 - Very High
10060830000,6 - Very High
10060840000,6 - Very High
10060850000,4 - Medium-High
10060860000,4 - Medium-High
10060910000,5 - High
10060920000,6 - Very High
10060930000,3 - Medium
10060940000,2 - Low-Medium
10060950000,3 - Medium
10535472000,1 - Low
10060960000,3 - Medium
10060970000,5 - High
10060980000,3 - Medium
10060990000,4 - Medium-High
10061000000,5 - High
10061010000,5 - High
10061021000,6 - Very High
10061022000,6 - Very High
10061030000,5 - High
10061040000,5 - High
10061050000,4 - Medium-High
10061060000,3 - Medium
10061070000,5 - High
10061080000,5 - High
10061090000,3 - Medium
10061100000,2 - Low-Medium
10061110000,3 - Medium
10061120000,4 - Medium-High
10061130000,3 - Medium
10061180000,4 - Medium-High
10061190000,3 - Medium
10061200000,3 - Medium
10061210000,3 - Medium
10061220000,2 - Low-Medium
10061230000,3 - Medium
10061240000,3 - Medium
10061710000,4 - Medium-High
10061250000,3 - Medium
10061260000,3 - Medium
10061270000,3 - Medium
10061280000,2 - Low-Medium
10061290000,1 - Low
10061300000,3 - Medium
10061310000,3 - Medium
10061330000,3 - Medium
10061360000,2 - Low-Medium
10061370000,3 - Medium
10061380000,2 - Low-Medium
10061390000,3 - Medium
10061420000,4 - Medium-High
10075910000,2 - Low-Medium
10061430000,4 - Medium-High
10061440000,3 - Medium
10061450000,4 - Medium-High
10061460000,4 - Medium-High
10061470000,4 - Medium-High
10061480000,3 - Medium
10061490000,4 - Medium-High
10061500000,3 - Medium
10061510000,3 - Medium
10061520000,4 - Medium-High
10061530000,5 - High
10061540000,6 - Very High
10061550000,4 - Medium-High
10061560000,3 - Medium
10542623000,3 - Medium
10061570000,4 - Medium-High
10061580000,6 - Very High
10061590000,6 - Very High
10061600000,4 - Medium-High
10061610000,1 - Low
10061620000,4 - Medium-High
10061630000,3 - Medium
10061640000,2 - Low-Medium
10061650000,5 - High
10061660000,2 - Low-Medium
10061670000,3 - Medium
10061680000,3 - Medium
10061690000,3 - Medium
10061700000,4 - Medium-High
10132380000,5 - High
10061720000,4 - Medium-High
10061730000,5 - High
10061740000,5 - High
10061750000,3 - Medium
10061760000,4 - Medium-High
10061770000,2 - Low-Medium
10061780000,3 - Medium
10061790000,1 - Low
10061800000,2 - Low-Medium
10061811000,6 - Very High
10061820000,3 - Medium
10061830000,6 - Very High
10061850000,3 - Medium
10061860000,2 - Low-Medium
10061870000,3 - Medium
10061880000,3 - Medium
10061890000,4 - Medium-High
10061932000,6 - Very High
10061933000,6 - Very High
10061934000,6 - Very High
10061951000,4 - Medium-High
10061952000,3 - Medium
10061960000,6 - Very High
10061970000,6 - Very High
10061980000,4 - Medium-High
10061990000,4 - Medium-High
10062000000,2 - Low-Medium
10062010000,2 - Low-Medium
10062020000,4 - Medium-High
10062030000,3 - Medium
10062040000,2 - Low-Medium
10062050000,6 - Very High
10062060000,4 - Medium-High
10062070000,2 - Low-Medium
10062080000,4 - Medium-High
10085740000,2 - Low-Medium
10062090000,5 - High
10062100000,6 - Very High
10062110000,1 - Low
10062130000,5 - High
10062151000,3 - Medium
10062160000,5 - High
10062180000,3 - Medium
10062201000,1 - Low
10062202000,1 - Low
10062210000,4 - Medium-High
10062220000,1 - Low
10062240000,4 - Medium-High
10062250000,6 - Very High
10062260000,6 - Very High
10062270000,6 - Very High
10062280000,6 - Very High
10062290000,6 - Very High
10062300000,4 - Medium-High
10062310000,2 - Low-Medium
10062321000,5 - High
10062322000,5 - High
10062331000,3 - Medium
10062332000,3 - Medium
10062341000,2 - Low-Medium
10062342000,2 - Low-Medium
10062350000,4 - Medium-High
10062360000,6 - Very High
10062370000,5 - High
10062380000,5 - High
10062390000,6 - Very High
10062720000,5 - High
10062400000,6 - Very High
10062430000,2 - Low-Medium
10062440000,3 - Medium
10062451000,3 - Medium
10062452000,3 - Medium
10062461000,3 - Medium
10062462000,3 - Medium
10062470000,3 - Medium
10062480000,3 - Medium
10062490000,2 - Low-Medium
10062500000,3 - Medium
10062510000,2 - Low-Medium
10062520000,2 - Low-Medium
10062530000,2 - Low-Medium
10062540000,2 - Low-Medium
10062550000,2 - Low-Medium
10062560000,6 - Very High
10062570000,2 - Low-Medium
10062580000,6 - Very High
10062590000,2 - Low-Medium
10062600000,1 - Low
10062611000,4 - Medium-High
10062612000,4 - Medium-High
10062621000,6 - Very High
10062622000,6 - Very High
10062630000,2 - Low-Medium
10062650000,1 - Low
10062671000,6 - Very High
10062672000,6 - Very High
10062680000,5 - High
10062691000,3 - Medium
10062700000,5 - High
10062711000,6 - Very High
10062730000,3 - Medium
10062740000,3 - Medium
10062750000,4 - Medium-High
10062760000,4 - Medium-High
10062771000,6 - Very High
10062772000,6 - Very High
10062790000,4 - Medium-High
10062801000,1 - Low
10062802000,5 - High
10062804000,5 - High
10062830000,6 - Very High
10062840000,2 - Low-Medium
10062850000,6 - Very High
10062860000,5 - High
10062880000,3 - Medium
10062890000,4 - Medium-High
10062900000,5 - High
10062910000,5 - High
10062920000,5 - High
10062930000,6 - Very High
10062940000,4 - Medium-High
10062950000,2 - Low-Medium
10062960000,2 - Low-Medium
10062970000,2 - Low-Medium
10063030000,4 - Medium-High
10063050000,6 - Very High
10063070000,1 - Low
10063110000,2 - Low-Medium
10063120000,5 - High
10063130000,3 - Medium
10063140000,5 - High
10063190000,6 - Very High
10063370000,1 - Low
10063380000,1 - Low
10063390000,1 - Low
10063490000,1 - Low
10063510000,1 - Low
10063560000,1 - Low
10063580000,1 - Low
10063590000,1 - Low
10063630000,1 - Low
10063670000,1 - Low
10063680000,2 - Low-Medium
10063690000,2 - Low-Medium
10063700000,1 - Low
10063720000,1 - Low
10063750000,1 - Low
10063760000,1 - Low
10063770000,1 - Low
10063890000,1 - Low
10063900000,1 - Low
10064240000,1 - Low
10064280000,1 - Low
10064290000,1 - Low
10064330000,1 - Low
10064530000,1 - Low
10064540000,2 - Low-Medium
10063870000,1 - Low
10063880000,1 - Low
10064360000,2 - Low-Medium
10064380000,2 - Low-Medium
10064390000,2 - Low-Medium
10064430000,2 - Low-Medium
10064450000,1 - Low
10064510000,1 - Low
10064551000,2 - Low-Medium
10064552000,2 - Low-Medium
10064560000,2 - Low-Medium
10064570000,2 - Low-Medium
10064580000,1 - Low
10064590000,3 - Medium
10064611000,4 - Medium-High
10064612000,3 - Medium
10064620000,3 - Medium
10064630000,3 - Medium
10064640000,3 - Medium
10064650000,6 - Very High
10064660000,5 - High
10064680000,6 - Very High
10064690000,4 - Medium-High
10064700000,4 - Medium-High
10132390000,5 - High
10064711000,4 - Medium-High
10064712000,2 - Low-Medium
10064713000,2 - Low-Medium
10064742000,3 - Medium
10064743000,2 - Low-Medium
10064750000,4 - Medium-High
10064860000,2 - Low-Medium
10064900000,3 - Medium
10064910000,4 - Medium-High
10064920000,3 - Medium
10064930000,1 - Low
10064940000,2 - Low-Medium
10064970000,3 - Medium
10064980000,3 - Medium
10065010000,2 - Low-Medium
10065020000,1 - Low
10065030000,5 - High
10065040000,4 - Medium-High
10065050000,4 - Medium-High
10065110000,3 - Medium
10065120000,3 - Medium
10065140000,3 - Medium
10065150000,2 - Low-Medium
10065160000,2 - Low-Medium
10065170000,2 - Low-Medium
10065180000,2 - Low-Medium
10065190000,1 - Low
10065200000,2 - Low-Medium
10065211000,3 - Medium
10065212000,3 - Medium
10067064000,4 - Medium-High
10065220000,2 - Low-Medium
10065230000,3 - Medium
10065240000,1 - Low
10065250000,2 - Low-Medium
10065270000,2 - Low-Medium
10065280000,2 - Low-Medium
10065290000,2 - Low-Medium
10065310000,3 - Medium
10065320000,3 - Medium
10065330000,4 - Medium-High
10065340000,3 - Medium
10065350000,4 - Medium-High
10065360000,4 - Medium-High
10067065000,2 - Low-Medium
10065370000,3 - Medium
10065380000,3 - Medium
10065390000,3 - Medium
10065400000,3 - Medium
10065410000,3 - Medium
10065420000,3 - Medium
10065430000,3 - Medium
10065440000,3 - Medium
10065450000,3 - Medium
10065470000,1 - Low
10065480000,1 - Low
10065500000,2 - Low-Medium
10065750000,4 - Medium-High
10065520000,2 - Low-Medium
10065550000,1 - Low
10065560000,2 - Low-Medium
10065570000,2 - Low-Medium
10065590000,1 - Low
10065600000,2 - Low-Medium
10065610000,2 - Low-Medium
10065620000,4 - Medium-High
10065630000,3 - Medium
10065640000,1 - Low
10065650000,4 - Medium-High
10065660000,4 - Medium-High
10065670000,5 - High
10065700000,4 - Medium-High
10067050000,2 - Low-Medium
10065790000,3 - Medium
10065800000,3 - Medium
10065810000,2 - Low-Medium
10065861000,3 - Medium
10065862000,3 - Medium
10065870000,4 - Medium-High
10065880000,4 - Medium-High
10065910000,4 - Medium-High
10065920000,4 - Medium-High
10065930000,4 - Medium-High
10065940000,4 - Medium-High
10065950000,4 - Medium-High
10065980000,6 - Very High
10065990000,5 - High
10066000000,5 - High
10066010000,1 - Low
10066020000,1 - Low
10066031000,4 - Medium-High
10066032000,3 - Medium
10066040000,3 - Medium
10066050000,2 - Low-Medium
10066080000,2 - Low-Medium
10066090000,1 - Low
10066101000,4 - Medium-High
10066102000,6 - Very High
10066140000,6 - Very High
10066150000,6 - Very High
10066160000,6 - Very High
10066180000,6 - Very High
10066190000,6 - Very High
10066200000,3 - Medium
10066210000,2 - Low-Medium
10066220000,3 - Medium
10066231000,3 - Medium
10066232000,4 - Medium-High
10066233000,3 - Medium
10066240000,4 - Medium-High
10066310000,5 - High
10066330000,4 - Medium-High
10066340000,4 - Medium-High
10066350000,4 - Medium-High
10066360000,4 - Medium-High
10066371000,5 - High
10066372000,3 - Medium
10066380000,2 - Low-Medium
10066390000,5 - High
10066420000,4 - Medium-High
10066430000,2 - Low-Medium
10066440000,3 - Medium
10066450000,4 - Medium-High
10066460000,4 - Medium-High
10066470000,2 - Low-Medium
10066492000,2 - Low-Medium
10066510000,5 - High
10066520000,5 - High
10066530000,6 - Very High
10066540000,2 - Low-Medium
10066551000,5 - High
10066552000,5 - High
10066560000,5 - High
10066570000,4 - Medium-High
10066590000,6 - Very High
10066600000,3 - Medium
10066610000,1 - Low
10066620000,1 - Low
10066640000,4 - Medium-High
10067070000,3 - Medium
10066650000,4 - Medium-High
10066660000,5 - High
10066670000,2 - Low-Medium
10066680000,4 - Medium-High
10066690000,3 - Medium
10066700000,5 - High
10066710000,5 - High
10066720000,5 - High
10066730000,5 - High
10066740000,4 - Medium-High
10066750000,4 - Medium-High
10066760000,4 - Medium-High
10066770000,5 - High
10066790000,2 - Low-Medium
10066800000,5 - High
10067061000,2 - Low-Medium
10066810000,3 - Medium
10066820000,2 - Low-Medium
10066850000,2 - Low-Medium
10066860000,3 - Medium
10066870000,3 - Medium
10066900000,3 - Medium
10066910000,2 - Low-Medium
10066920000,4 - Medium-High
10066931000,2 - Low-Medium
10066932000,2 - Low-Medium
10066942000,2 - Low-Medium
10066951000,2 - Low-Medium
10066952000,2 - Low-Medium
10067011000,4 - Medium-High
10067013000,4 - Medium-High
10067040000,2 - Low-Medium
10067062000,2 - Low-Medium
10067090000,5 - High
10067100000,2 - Low-Medium
10067110000,3 - Medium
10067120000,4 - Medium-High
10067140000,1 - Low
10067160000,1 - Low
10067170000,2 - Low-Medium
10067180000,5 - High
10067190000,4 - Medium-High
10067200000,1 - Low
10067220000,4 - Medium-High
10067260000,1 - Low
10067270000,6 - Very High
10067280000,5 - High
10067290000,5 - High
10067300000,4 - Medium-High
10067310000,5 - High
10067320000,5 - High
10067330000,4 - Medium-High
10067340000,5 - High
10067350000,3 - Medium
10067360000,1 - Low
10067370000,3 - Medium
10067380000,4 - Medium-High
10067390000,2 - Low-Medium
10067401000,5 - High
10067402000,4 - Medium-High
10067410000,5 - High
10067420000,4 - Medium-High
10067430000,3 - Medium
10067440000,2 - Low-Medium
10067450000,1 - Low
10067460000,2 - Low-Medium
10067470000,1 - Low
10067481000,2 - Low-Medium
10067490000,2 - Low-Medium
10067510000,1 - Low
10067520000,6 - Very High
10067530000,6 - Very High
10067540000,1 - Low
10067550000,1 - Low
10067560000,2 - Low-Medium
10067570000,1 - Low
10067580000,2 - Low-Medium
10067591000,4 - Medium-High
10067592000,5 - High
10067610000,4 - Medium-High
10067621000,5 - High
10067622000,2 - Low-Medium
10067630000,5 - High
10067640000,4 - Medium-High
10067650000,6 - Very High
10067670000,6 - Very High
10067680000,4 - Medium-High
10067690000,5 - High
10067700000,6 - Very High
10067711000,6 - Very High
10067730000,5 - High
10067740000,3 - Medium
10067750000,5 - High
10067760000,3 - Medium
10067970000,6 - Very High
10068350000,3 - Medium
10067770000,4 - Medium-High
10067810000,1 - Low
10067820000,2 - Low-Medium
10067880000,1 - Low
10067900000,1 - Low
10067950000,4 - Medium-High
10067960000,3 - Medium
10068020000,3 - Medium
10068030000,2 - Low-Medium
10068040000,2 - Low-Medium
10068050000,6 - Very High
10068070000,3 - Medium
10068080000,2 - Low-Medium
10068090000,2 - Low-Medium
10068100000,1 - Low
10068110000,2 - Low-Medium
10068120000,2 - Low-Medium
10068130000,2 - Low-Medium
10068140000,5 - High
10068150000,3 - Medium
10068160000,5 - High
10068340000,2 - Low-Medium
10068360000,2 - Low-Medium
10068170000,2 - Low-Medium
10068180000,2 - Low-Medium
10068190000,5 - High
10068200000,4 - Medium-High
10068230000,3 - Medium
10068240000,4 - Medium-High
10068250000,2 - Low-Medium
10068260000,1 - Low
10068270000,4 - Medium-High
10068280000,5 - High
10068290000,3 - Medium
10068300000,5 - High
10068320000,2 - Low-Medium
10068370000,3 - Medium
10068390000,3 - Medium
10068400000,2 - Low-Medium
10068410000,3 - Medium
10068420000,2 - Low-Medium
10068430000,6 - Very High
10068450000,4 - Medium-High
10068460000,1 - Low
10068480000,4 - Medium-High
10068490000,2 - Low-Medium
10068500000,2 - Low-Medium
10068510000,4 - Medium-High
10068530000,1 - Low
10068540000,1 - Low
10069030000,1 - Low
10068550000,4 - Medium-High
10068580000,4 - Medium-High
10068590000,4 - Medium-High
10068600000,4 - Medium-High
10068610000,3 - Medium
10068660000,5 - High
10068670000,3 - Medium
10068680000,4 - Medium-High
10068690000,4 - Medium-High
10068720000,4 - Medium-High
10068750000,4 - Medium-High
10068760000,4 - Medium-High
10068770000,6 - Very High
10068780000,6 - Very High
10068790000,6 - Very High
10068800000,5 - High
10068810000,5 - High
10068830000,5 - High
10068840000,4 - Medium-High
10068850000,3 - Medium
10068860000,2 - Low-Medium
10068880000,2 - Low-Medium
10068890000,3 - Medium
10068900000,1 - Low
10068910000,4 - Medium-High
10068930000,3 - Medium
10068940000,2 - Low-Medium
10068960000,4 - Medium-High
10068970000,2 - Low-Medium
10068980000,1 - Low
10069001000,4 - Medium-High
10069002000,4 - Medium-High
10069010000,3 - Medium
10069020000,2 - Low-Medium
10069040000,2 - Low-Medium
10069050000,2 - Low-Medium
10069060000,5 - High
10069070000,5 - High
10069080000,5 - High
10069090000,6 - Very High
10069100000,4 - Medium-High
10069110000,3 - Medium
10069120000,3 - Medium
10069130000,5 - High
10069140000,4 - Medium-High
10069150000,2 - Low-Medium
10069160000,2 - Low-Medium
10069170000,1 - Low
10069180000,3 - Medium
10069190000,3 - Medium
10069210000,5 - High
10069220000,2 - Low-Medium
10069230000,4 - Medium-High
10069240000,4 - Medium-High
10069250000,3 - Medium
10069260000,4 - Medium-High
10069270000,6 - Very High
10559421000,6 - Very High
10069280000,5 - High
10069310000,4 - Medium-High
10069340000,5 - High
10069350000,5 - High
10069410000,2 - Low-Medium
10069420000,3 - Medium
10069440000,6 - Very High
10069460000,4 - Medium-High
10069490000,5 - High
10069500000,3 - Medium
10069510000,4 - Medium-High
10069520000,3 - Medium
10069530000,1 - Low
10069540000,4 - Medium-High
10069550000,3 - Medium
10069560000,5 - High
10069580000,6 - Very High
10069590000,6 - Very High
10069600000,5 - High
10069610000,6 - Very High
10069620000,6 - Very High
10069630000,6 - Very High
10069640000,6 - Very High
10069650000,4 - Medium-High
10069660000,6 - Very High
10069670000,5 - High
10069680000,3 - Medium
10069740000,5 - High
10069750000,1 - Low
10069760000,4 - Medium-High
10069780000,4 - Medium-High
10069790000,5 - High
10069810000,2 - Low-Medium
10069821000,6 - Very High
10069822000,6 - Very High
10069830000,5 - High
10069840000,5 - High
10069850000,3 - Medium
10069860000,1 - Low
10069870000,2 - Low-Medium
10069890000,5 - High
10069900000,3 - Medium
10069910000,4 - Medium-High
10069920000,4 - Medium-High
10069930000,3 - Medium
10069940000,2 - Low-Medium
10069950000,5 - High
10069960000,2 - Low-Medium
10069980000,3 - Medium
10070010000,3 - Medium
10070040000,3 - Medium
10070050000,2 - Low-Medium
10070070000,2 - Low-Medium
10070080000,3 - Medium
10070110000,3 - Medium
10070120000,3 - Medium
10070130000,2 - Low-Medium
10070140000,2 - Low-Medium
10881706000,3 - Medium
10070150000,3 - Medium
10070160000,5 - High
10070210000,4 - Medium-High
10070220000,4 - Medium-High
10070260000,2 - Low-Medium
10070280000,2 - Low-Medium
10070290000,2 - Low-Medium
10070310000,2 - Low-Medium
10070320000,3 - Medium
10070330000,2 - Low-Medium
10070340000,2 - Low-Medium
10070350000,1 - Low
10070360000,2 - Low-Medium
10070370000,3 - Medium
10070411000,5 - High
10070412000,4 - Medium-High
10070420000,6 - Very High
10070450000,6 - Very High
10070500000,4 - Medium-High
10070511000,3 - Medium
10070512000,5 - High
10070520000,4 - Medium-High
10070530000,5 - High
10070540000,4 - Medium-High
10070550000,4 - Medium-High
10070560000,5 - High
10070570000,3 - Medium
10070580000,2 - Low-Medium
10132400000,6 - Very High
10070590000,2 - Low-Medium
10070600000,2 - Low-Medium
10070610000,3 - Medium
10070620000,2 - Low-Medium
10070630000,3 - Medium
10070640000,3 - Medium
10070660000,2 - Low-Medium
10070670000,4 - Medium-High
10070680000,4 - Medium-High
10070710000,2 - Low-Medium
10070720000,2 - Low-Medium
10070730000,4 - Medium-High
10070820000,3 - Medium
10070830000,4 - Medium-High
10070840000,5 - High
10070860000,1 - Low
10070880000,2 - Low-Medium
10070890000,4 - Medium-High
10070901000,5 - High
10070902000,5 - High
10070910000,2 - Low-Medium
10070920000,3 - Medium
10070930000,2 - Low-Medium
10070950000,2 - Low-Medium
10070980000,2 - Low-Medium
10071360000,2 - Low-Medium
10070990000,3 - Medium
10071000000,3 - Medium
10071010000,2 - Low-Medium
10071020000,2 - Low-Medium
10071030000,2 - Low-Medium
10071040000,2 - Low-Medium
10071050000,5 - High
10071070000,5 - High
10071080000,5 - High
10071090000,1 - Low
10071370000,2 - Low-Medium
10132410000,4 - Medium-High
10071100000,2 - Low-Medium
10071110000,1 - Low
10071120000,4 - Medium-High
10071130000,1 - Low
10071140000,5 - High
10071150000,3 - Medium
10071160000,2 - Low-Medium
10071170000,2 - Low-Medium
10071190000,2 - Low-Medium
10071200000,3 - Medium
10071210000,5 - High
10071220000,4 - Medium-High
10071230000,2 - Low-Medium
10071240000,2 - Low-Medium
10071250000,4 - Medium-High
10071261000,4 - Medium-High
10071262000,2 - Low-Medium
10071271000,2 - Low-Medium
10071280000,2 - Low-Medium
10071290000,2 - Low-Medium
10071300000,3 - Medium
10071310000,3 - Medium
10071321000,2 - Low-Medium
10071331000,2 - Low-Medium
10071350000,2 - Low-Medium
10071390000,2 - Low-Medium
10071400000,2 - Low-Medium
10071410000,2 - Low-Medium
10071420000,2 - Low-Medium
10071431000,2 - Low-Medium
10071432000,1 - Low
10071433000,1 - Low
10071434000,2 - Low-Medium
10071435000,2 - Low-Medium
10071440000,2 - Low-Medium
10071450000,2 - Low-Medium
10071460000,2 - Low-Medium
10071470000,2 - Low-Medium
10071480000,2 - Low-Medium
10071490000,2 - Low-Medium
10071500000,2 - Low-Medium
10071510000,2 - Low-Medium
10071520000,2 - Low-Medium
10071530000,3 - Medium
10071540000,3 - Medium
10071550000,3 - Medium
10071560000,2 - Low-Medium
10071570000,2 - Low-Medium
10071580000,4 - Medium-High
10071590000,3 - Medium
10071600000,5 - High
10071620000,1 - Low
10071640000,2 - Low-Medium
10071650000,4 - Medium-High
10071660000,2 - Low-Medium
10071940000,3 - Medium
10071670000,1 - Low
10071690000,1 - Low
10071730000,3 - Medium
10071740000,2 - Low-Medium
10071750000,3 - Medium
10071760000,3 - Medium
10071770000,3 - Medium
10071792000,1 - Low
10071800000,1 - Low
10071820000,6 - Very High
10071850000,4 - Medium-High
10071860000,4 - Medium-High
10071870000,6 - Very High
10071890000,6 - Very High
10071910000,5 - High
10071950000,2 - Low-Medium
10071960000,6 - Very High
10071970000,6 - Very High
10071980000,6 - Very High
10072000000,2 - Low-Medium
10072020000,6 - Very High
10072030000,6 - Very High
10072040000,6 - Very High
10072080000,2 - Low-Medium
10072090000,2 - Low-Medium
10072140000,6 - Very High
10072160000,6 - Very High
10072170000,6 - Very High
10072180000,6 - Very High
10072200000,6 - Very High
10074952000,1 - Low
10072210000,6 - Very High
10072220000,4 - Medium-High
10072231000,3 - Medium
10072232000,1 - Low
10072240000,2 - Low-Medium
10072262000,6 - Very High
10072270000,6 - Very High
10072280000,6 - Very High
10072300000,6 - Very High
10072310000,2 - Low-Medium
10072320000,2 - Low-Medium
10072330000,5 - High
10072340000,4 - Medium-High
10072350000,4 - Medium-High
10072360000,4 - Medium-High
10072370000,4 - Medium-High
10072390000,2 - Low-Medium
10072400000,1 - Low
10072420000,3 - Medium
10072430000,4 - Medium-High
10072530000,1 - Low
10072920000,1 - Low
10073030000,1 - Low
10073050000,1 - Low
10073270000,1 - Low
10073280000,1 - Low
10073360000,1 - Low
10073370000,1 - Low
10073380000,1 - Low
10073420000,1 - Low
10073440000,1 - Low
10073450000,1 - Low
10073460000,1 - Low
10075921000,2 - Low-Medium
10073530000,1 - Low
10073570000,1 - Low
10073580000,1 - Low
10073590000,1 - Low
10073600000,1 - Low
10073610000,1 - Low
10073620000,1 - Low
10073630000,1 - Low
10073640000,1 - Low
10073650000,1 - Low
10073660000,1 - Low
10073670000,1 - Low
10073921000,1 - Low
10073930000,1 - Low
10073940000,1 - Low
10074180000,1 - Low
10074240000,1 - Low
10075030000,1 - Low
10074320000,1 - Low
10074370000,1 - Low
10074380000,1 - Low
10074430000,1 - Low
10074463000,1 - Low
10074464000,1 - Low
10074500000,1 - Low
10074592000,1 - Low
10074594000,1 - Low
10074600000,1 - Low
10074610000,1 - Low
10074810000,1 - Low
10074861000,1 - Low
10074931000,1 - Low
10074932000,1 - Low
10074942000,1 - Low
10074943000,1 - Low
10074951000,1 - Low
10075041000,1 - Low
10075042000,1 - Low
10075043000,1 - Low
10075051000,1 - Low
10075052000,1 - Low
10075053000,1 - Low
10075054000,1 - Low
10075055000,1 - Low
10075152000,1 - Low
10075160000,1 - Low
10075170000,1 - Low
10075381000,1 - Low
10075382000,1 - Low
10075383000,1 - Low
10075890000,1 - Low
10075922000,2 - Low-Medium
10075926000,2 - Low-Medium
10075927000,2 - Low-Medium
10075982000,1 - Low
10076010000,1 - Low
10076020000,1 - Low
10076030000,1 - Low
10076102000,1 - Low
10076110000,1 - Low
10076120000,1 - Low
10076130000,1 - Low
10076140000,1 - Low
10076260000,1 - Low
10076310000,1 - Low
10076340000,1 - Low
10076350000,1 - Low
10076360000,1 - Low
10076370000,1 - Low
10077292000,1 - Low
10076380000,1 - Low
10076390000,1 - Low
10076410000,1 - Low
10076420000,1 - Low
10076430000,1 - Low
10076510000,1 - Low
10076521000,1 - Low
10076551000,1 - Low
10076553000,1 - Low
10076560000,1 - Low
10076590000,1 - Low
10076600000,1 - Low
10076610000,1 - Low
10076620000,1 - Low
10076630000,1 - Low
10076640000,1 - Low
10076650000,1 - Low
10076680000,1 - Low
10077040000,1 - Low
10077050000,1 - Low
10077080000,1 - Low
10077110000,1 - Low
10077120000,1 - Low
10077132000,1 - Low
10077140000,1 - Low
10077150000,1 - Low
10077160000,1 - Low
10077210000,1 - Low
10077240000,1 - Low
10077250000,1 - Low
10077270000,1 - Low
10077300000,1 - Low
10077310000,1 - Low
10077323000,1 - Low
10077570000,1 - Low
10077580000,1 - Low
10077590000,1 - Low
10077600000,1 - Low
10077670000,1 - Low
10078440000,1 - Low
10077381000,1 - Low
10077430000,1 - Low
10077450000,1 - Low
10077460000,1 - Low
10077470000,1 - Low
10077480000,1 - Low
10077550000,1 - Low
10077560000,1 - Low
10077680000,1 - Low
10077690000,1 - Low
10077700000,1 - Low
10077710000,1 - Low
10077720000,1 - Low
10077730000,1 - Low
10077740000,1 - Low
10077750000,1 - Low
10077880000,1 - Low
10077890000,1 - Low
10077900000,1 - Low
10078040000,1 - Low
10078071000,1 - Low
10078450000,1 - Low
10078072000,1 - Low
10078074000,1 - Low
10078090000,1 - Low
10078100000,1 - Low
10078130000,1 - Low
10078160000,1 - Low
10078170000,1 - Low
10078190000,1 - Low
10078200000,1 - Low
10078210000,1 - Low
10078220000,1 - Low
10078230000,1 - Low
10078240000,2 - Low-Medium
10078250000,2 - Low-Medium
10078260000,1 - Low
10078270000,1 - Low
10078330000,1 - Low
10078340000,1 - Low
10078360000,1 - Low
